EM,EN,unicode,label,strategy,image
😮‍💨,deep sigh,U+1F62E U+200D U+1F4A8,1,4,./generated_img_dataset/train_google/837.png
😮‍💨,deep sigh,U+1F62E U+200D U+1F4A8,1,4,./generated_img_dataset/train_google/838.png
😮‍💨😥😕,deep sigh,U+1F62E U+200D U+1F4A8 U+1F625 U+1F615,1,2,./generated_img_dataset/train_google/839.png
😮‍💨,deep sigh,U+1F62E U+200D U+1F4A8,1,4,./generated_img_dataset/train_google/840.png
😮‍💨😮‍💨,deep sigh,U+1F62E U+200D U+1F4A8 U+1F62E U+200D U+1F4A8,1,3,./generated_img_dataset/train_google/841.png
😤🌬️,deep sigh,U+1F624 U+1F32C U+FE0F,1,1,./generated_img_dataset/train_google/842.png
🕳️✂️,deep cut,U+1F573 U+FE0F U+2702 U+FE0F,1,0,./generated_img_dataset/train_google/843.png
🤕✂️,deep cut,U+1F915 U+2702 U+FE0F,1,1,./generated_img_dataset/train_google/844.png
🔪🔪🔪,deep cut,U+1F52A U+1F52A U+1F52A,1,3,./generated_img_dataset/train_google/845.png
🩸😱😵🔪,deep cut,U+1FA78 U+1F631 U+1F635 U+1F52A,1,1,./generated_img_dataset/train_google/846.png
☝️🔪🩸🩸,deep cut,U+261D U+FE0F U+1F52A U+1FA78 U+1FA78,1,1,./generated_img_dataset/train_google/847.png
✂️🩸,deep cut,U+2702 U+FE0F U+1FA78,1,1,./generated_img_dataset/train_google/848.png
🤕,deep cut,U+1F915,1,4,./generated_img_dataset/train_google/849.png
🩸🤕,deep cut,U+1FA78 U+1F915,1,1,./generated_img_dataset/train_google/850.png
🕳️🗣️,deep voice,U+1F573 U+FE0F U+1F5E3 U+FE0F,1,0,./generated_img_dataset/train_google/851.png
🤔🗣️,deep voice,U+1F914 U+1F5E3 U+FE0F,1,1,./generated_img_dataset/train_google/852.png
🐻🎤,deep voice,U+1F43B U+1F3A4,1,1,./generated_img_dataset/train_google/853.png
🗣️👨‍🦳,deep voice,U+1F5E3 U+FE0F U+1F468 U+200D U+1F9B3,1,1,./generated_img_dataset/train_google/854.png
🗣️🔊🔽,deep voice,U+1F5E3 U+FE0F U+1F50A U+1F53D,1,0,./generated_img_dataset/train_google/855.png
🗣️,deep voice,U+1F5E3 U+FE0F,1,4,./generated_img_dataset/train_google/856.png
🗣️🧏‍♂️,deep voice,U+1F5E3 U+FE0F U+1F9CF U+200D U+2642 U+FE0F,1,1,./generated_img_dataset/train_google/857.png
🗣️⬇️,deep voice,U+1F5E3 U+FE0F U+2B07 U+FE0F,1,0,./generated_img_dataset/train_google/858.png
🕳️😋,deep emotion,U+1F573 U+FE0F U+1F60B,1,0,./generated_img_dataset/train_google/859.png
🤔🤔,deep emotion,U+1F914 U+1F914,1,3,./generated_img_dataset/train_google/860.png
😭🌊,deep emotion,U+1F62D U+1F30A,1,1,./generated_img_dataset/train_google/861.png
🧐🤯,deep emotion,U+1F9D0 U+1F92F,1,1,./generated_img_dataset/train_google/862.png
⏬😢😭,deep emotion,U+23EC U+1F622 U+1F62D,1,0,./generated_img_dataset/train_google/863.png
🤬🤯😭😔,deep emotion,U+1F92C U+1F92F U+1F62D U+1F614,1,2,./generated_img_dataset/train_google/864.png
😶,deep emotion,U+1F636,1,4,./generated_img_dataset/train_google/865.png
😖🥺😤,deep emotion,U+1F616 U+1F97A U+1F624,1,2,./generated_img_dataset/train_google/866.png
🕳️🤫,deep concentration,U+1F573 U+FE0F U+1F92B,1,0,./generated_img_dataset/train_google/867.png
🤔🧐,deep concentration,U+1F914 U+1F9D0,1,2,./generated_img_dataset/train_google/868.png
😵😵😵,deep concentration,U+1F635 U+1F635 U+1F635,1,3,./generated_img_dataset/train_google/869.png
🧐👩‍💻✏️,deep concentration,U+1F9D0 U+1F469 U+200D U+1F4BB U+270F U+FE0F,1,1,./generated_img_dataset/train_google/870.png
⏬🧐🤓,deep concentration,U+23EC U+1F9D0 U+1F913,1,0,./generated_img_dataset/train_google/871.png
🤔,deep concentration,U+1F914,1,4,./generated_img_dataset/train_google/872.png
📖,deep concentration,U+1F4D6,1,4,./generated_img_dataset/train_google/873.png
📃📄🤓😵‍💫,deep concentration,U+1F4C3 U+1F4C4 U+1F913 U+1F635 U+200D U+1F4AB,1,1,./generated_img_dataset/train_google/874.png
🕳️🛌,deep sleep,U+1F573 U+FE0F U+1F6CC,1,0,./generated_img_dataset/train_google/875.png
😴😪🛌,deep sleep,U+1F634 U+1F62A U+1F6CC,1,1,./generated_img_dataset/train_google/876.png
😴😴😴,deep sleep,U+1F634 U+1F634 U+1F634,1,3,./generated_img_dataset/train_google/877.png
😪🤤😴😵,deep sleep,U+1F62A U+1F924 U+1F634 U+1F635,1,1,./generated_img_dataset/train_google/878.png
😴😴,deep sleep,U+1F634 U+1F634,1,3,./generated_img_dataset/train_google/881.png
🕳️😮‍💨,deep breath,U+1F573 U+FE0F U+1F62E U+200D U+1F4A8,1,0,./generated_img_dataset/train_google/883.png
😮🫁,deep breath,U+1F62E U+1FAC1,1,1,./generated_img_dataset/train_google/884.png
😮‍💨😮‍💨😮‍💨,deep breath,U+1F62E U+200D U+1F4A8 U+1F62E U+200D U+1F4A8 U+1F62E U+200D U+1F4A8,1,3,./generated_img_dataset/train_google/885.png
😮‍💨,deep breath,U+1F62E U+200D U+1F4A8,1,4,./generated_img_dataset/train_google/886.png
🥱😮😮‍💨,deep breath,U+1F971 U+1F62E U+1F62E U+200D U+1F4A8,1,2,./generated_img_dataset/train_google/887.png
😮‍💨,deep breath,U+1F62E U+200D U+1F4A8,1,4,./generated_img_dataset/train_google/888.png
👃💨,deep breath,U+1F443 U+1F4A8,1,1,./generated_img_dataset/train_google/889.png
🌬️🫁,deep breath,U+1F32C U+FE0F U+1FAC1,1,1,./generated_img_dataset/train_google/890.png
🧊🥃,cool drink,U+1F9CA U+1F943,1,1,./generated_img_dataset/train_google/891.png
🆒🥤,cool drink,U+1F192 U+1F964,1,0,./generated_img_dataset/train_google/892.png
🧊🍾,cool drink,U+1F9CA U+1F37E,1,1,./generated_img_dataset/train_google/893.png
🧊🍹🍺,cool drink,U+1F9CA U+1F379 U+1F37A,1,1,./generated_img_dataset/train_google/894.png
🆒🍹,cool drink,U+1F192 U+1F379,1,0,./generated_img_dataset/train_google/895.png
🧊🍸,cool drink,U+1F9CA U+1F378,1,1,./generated_img_dataset/train_google/896.png
🥤🧃,cool drink,U+1F964 U+1F9C3,1,2,./generated_img_dataset/train_google/897.png
💨🥤,cool drink,U+1F4A8 U+1F964,1,0,./generated_img_dataset/train_google/898.png
🧊👬,cool relation,U+1F9CA U+1F46C,1,0,./generated_img_dataset/train_google/899.png
🆒🧑‍🤝‍🧑,cool relation,U+1F192 U+1F9D1 U+200D U+1F91D U+200D U+1F9D1,1,0,./generated_img_dataset/train_google/900.png
😎👬,cool relation,U+1F60E U+1F46C,1,0,./generated_img_dataset/train_google/901.png
🤜🤛🤝,cool relation,U+1F91C U+1F91B U+1F91D,1,1,./generated_img_dataset/train_google/902.png
🆒👫,cool relation,U+1F192 U+1F46B,1,0,./generated_img_dataset/train_google/903.png
😶🥶🙎,cool relation,U+1F636 U+1F976 U+1F64E,1,0,./generated_img_dataset/train_google/904.png
🧊🧍‍♂️🧍‍♀️,cool relation,U+1F9CA U+1F9CD U+200D U+2642 U+FE0F U+1F9CD U+200D U+2640 U+FE0F,1,1,./generated_img_dataset/train_google/905.png
💨👬,cool relation,U+1F4A8 U+1F46C,1,0,./generated_img_dataset/train_google/906.png
🧊🤝,cool reception,U+1F9CA U+1F91D,1,0,./generated_img_dataset/train_google/907.png
🆒🏨🛎️☎️,cool reception,U+1F192 U+1F3E8 U+1F6CE U+FE0F U+260E U+FE0F,1,0,./generated_img_dataset/train_google/908.png
😎🎊,cool reception,U+1F60E U+1F38A,1,1,./generated_img_dataset/train_google/909.png
🙂☺️👋,cool reception,U+1F642 U+263A U+FE0F U+1F44B,1,1,./generated_img_dataset/train_google/910.png
🆒💁,cool reception,U+1F192 U+1F481,1,0,./generated_img_dataset/train_google/911.png
😐👋,cool reception,U+1F610 U+1F44B,1,1,./generated_img_dataset/train_google/912.png
🧍‍♀️🎙️☎️,cool reception,U+1F9CD U+200D U+2640 U+FE0F U+1F399 U+FE0F U+260E U+FE0F,1,1,./generated_img_dataset/train_google/913.png
💨👩🖥️,cool reception,U+1F4A8 U+1F469 U+1F5A5 U+FE0F,1,0,./generated_img_dataset/train_google/914.png
🧊🏠,cool room,U+1F9CA U+1F3E0,1,0,./generated_img_dataset/train_google/915.png
🆒🛋️,cool room,U+1F192 U+1F6CB U+FE0F,1,0,./generated_img_dataset/train_google/916.png
🌡️🥶🏠,cool room,U+1F321 U+FE0F U+1F976 U+1F3E0,1,0,./generated_img_dataset/train_google/917.png
🥶🧤🧣🌬️🧥🏠,cool room,U+1F976 U+1F9E4 U+1F9E3 U+1F32C U+FE0F U+1F9E5 U+1F3E0,1,1,./generated_img_dataset/train_google/918.png
🆒🏠,cool room,U+1F192 U+1F3E0,1,0,./generated_img_dataset/train_google/919.png
❄️💨🏠,cool room,U+2744 U+FE0F U+1F4A8 U+1F3E0,1,1,./generated_img_dataset/train_google/920.png
🧊🏤,cool room,U+1F9CA U+1F3E4,1,0,./generated_img_dataset/train_google/921.png
💨🛌,cool room,U+1F4A8 U+1F6CC,1,0,./generated_img_dataset/train_google/922.png
🧊🌬️,cool breeze,U+1F9CA U+1F32C U+FE0F,1,1,./generated_img_dataset/train_google/923.png
🆒🍃,cool breeze,U+1F192 U+1F343,1,0,./generated_img_dataset/train_google/924.png
🥶💨,cool breeze,U+1F976 U+1F4A8,1,1,./generated_img_dataset/train_google/925.png
❄️🌬️💨,cool breeze,U+2744 U+FE0F U+1F32C U+FE0F U+1F4A8,1,1,./generated_img_dataset/train_google/926.png
🆒🍃,cool breeze,U+1F192 U+1F343,1,0,./generated_img_dataset/train_google/927.png
❄️💨,cool breeze,U+2744 U+FE0F U+1F4A8,1,1,./generated_img_dataset/train_google/928.png
🧊🌬️💨,cool breeze,U+1F9CA U+1F32C U+FE0F U+1F4A8,1,1,./generated_img_dataset/train_google/929.png
💨💨,cool breeze,U+1F4A8 U+1F4A8,1,3,./generated_img_dataset/train_google/930.png
❌💲💲,inadequate income,U+274C U+1F4B2 U+1F4B2,1,0,./generated_img_dataset/train_google/931.png
⚠️💰,inadequate income,U+26A0 U+FE0F U+1F4B0,1,0,./generated_img_dataset/train_google/932.png
😞💰,inadequate income,U+1F61E U+1F4B0,1,0,./generated_img_dataset/train_google/933.png
💸,inadequate income,U+1F4B8,1,4,./generated_img_dataset/train_google/934.png
❌💰👛,inadequate income,U+274C U+1F4B0 U+1F45B,1,0,./generated_img_dataset/train_google/935.png
🤷💸🏘️,inadequate income,U+1F937 U+1F4B8 U+1F3D8 U+FE0F,1,1,./generated_img_dataset/train_google/936.png
🤞💵,inadequate income,U+1F91E U+1F4B5,1,0,./generated_img_dataset/train_google/937.png
📉💰,inadequate income,U+1F4C9 U+1F4B0,1,0,./generated_img_dataset/train_google/938.png
❌🧑‍🏫,inadequate training,U+274C U+1F9D1 U+200D U+1F3EB,1,0,./generated_img_dataset/train_google/939.png
⚠️🏃‍♀️💪🏋️,inadequate training,U+26A0 U+FE0F U+1F3C3 U+200D U+2640 U+FE0F U+1F4AA U+1F3CB U+FE0F,1,1,./generated_img_dataset/train_google/940.png
😣👬👬👭,inadequate training,U+1F623 U+1F46C U+1F46C U+1F46D,1,0,./generated_img_dataset/train_google/941.png
🤵🤵‍♂️❌,inadequate training,U+1F935 U+1F935 U+200D U+2642 U+FE0F U+274C,1,0,./generated_img_dataset/train_google/942.png
❌🤼🤺,inadequate training,U+274C U+1F93C U+1F93A,1,0,./generated_img_dataset/train_google/943.png
🤷🚈📋,inadequate training,U+1F937 U+1F688 U+1F4CB,1,0,./generated_img_dataset/train_google/944.png
👎🏋️‍♀️,inadequate training,U+1F44E U+1F3CB U+FE0F U+200D U+2640 U+FE0F,1,1,./generated_img_dataset/train_google/945.png
🔻🙋🏻‍♀️🏣,inadequate training,U+1F53B U+1F64B U+1F3FB U+200D U+2640 U+FE0F U+1F3E3,1,1,./generated_img_dataset/train_google/946.png
❌🤵,inadequate staff,U+274C U+1F935,1,0,./generated_img_dataset/train_google/947.png
⚠️🧑‍🏫👩‍🏫👨‍🏫,inadequate staff,U+26A0 U+FE0F U+1F9D1 U+200D U+1F3EB U+1F469 U+200D U+1F3EB U+1F468 U+200D U+1F3EB,1,0,./generated_img_dataset/train_google/948.png
😖👔,inadequate staff,U+1F616 U+1F454,1,1,./generated_img_dataset/train_google/949.png
❌🧑‍💼👨‍💼,inadequate staff,U+274C U+1F9D1 U+200D U+1F4BC U+1F468 U+200D U+1F4BC,1,0,./generated_img_dataset/train_google/950.png
❌💁,inadequate staff,U+274C U+1F481,1,0,./generated_img_dataset/train_google/951.png
🤷🧑‍💼0️⃣,inadequate staff,U+1F937 U+1F9D1 U+200D U+1F4BC U+30 U+FE0F U+20E3,1,0,./generated_img_dataset/train_google/952.png
🤏👬🧑‍🤝‍🧑,inadequate staff,U+1F90F U+1F46C U+1F9D1 U+200D U+1F91D U+200D U+1F9D1,1,0,./generated_img_dataset/train_google/953.png
🔻👩‍💼👨‍💼,inadequate staff,U+1F53B U+1F469 U+200D U+1F4BC U+1F468 U+200D U+1F4BC,1,0,./generated_img_dataset/train_google/954.png
🧖‍♀️💆‍♂️🧖‍♂️😇,idyllic life,U+1F9D6 U+200D U+2640 U+FE0F U+1F486 U+200D U+2642 U+FE0F U+1F9D6 U+200D U+2642 U+FE0F U+1F607,1,2,./generated_img_dataset/train_google/955.png
👍🎉,idyllic life,U+1F44D U+1F389,1,1,./generated_img_dataset/train_google/956.png
☺️🌈,idyllic life,U+263A U+FE0F U+1F308,1,1,./generated_img_dataset/train_google/957.png
💁💁‍♀️👜💸,idyllic life,U+1F481 U+1F481 U+200D U+2640 U+FE0F U+1F45C U+1F4B8,1,1,./generated_img_dataset/train_google/958.png
🎉🙌💯👨‍👩‍👧‍👦,idyllic life,U+1F389 U+1F64C U+1F4AF U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466,1,2,./generated_img_dataset/train_google/959.png
👩🥱😴,idyllic life,U+1F469 U+1F971 U+1F634,1,1,./generated_img_dataset/train_google/960.png
😁🏡🛌,idyllic life,U+1F601 U+1F3E1 U+1F6CC,1,1,./generated_img_dataset/train_google/961.png
🕊️,idyllic life,U+1F54A U+FE0F,1,4,./generated_img_dataset/train_google/962.png
🖼️🌄,idyllic spot,U+1F5BC U+FE0F U+1F304,1,2,./generated_img_dataset/train_google/963.png
👍🔦,idyllic spot,U+1F44D U+1F526,1,0,./generated_img_dataset/train_google/964.png
✨🏞️,idyllic spot,U+2728 U+1F3DE U+FE0F,1,1,./generated_img_dataset/train_google/965.png
👍🙆🙆‍♀️💯,idyllic spot,U+1F44D U+1F646 U+1F646 U+200D U+2640 U+FE0F U+1F4AF,1,1,./generated_img_dataset/train_google/966.png
🎉🙌💯🏖️,idyllic spot,U+1F389 U+1F64C U+1F4AF U+1F3D6 U+FE0F,1,0,./generated_img_dataset/train_google/967.png
👩🌴🧉,idyllic spot,U+1F469 U+1F334 U+1F9C9,1,1,./generated_img_dataset/train_google/968.png
😁🌥️🍱🏕️,idyllic spot,U+1F601 U+1F325 U+FE0F U+1F371 U+1F3D5 U+FE0F,1,1,./generated_img_dataset/train_google/969.png
😃🕶️🌴,idyllic spot,U+1F603 U+1F576 U+FE0F U+1F334,1,1,./generated_img_dataset/train_google/970.png
🏠🥺,domestic worry,U+1F3E0 U+1F97A,1,0,./generated_img_dataset/train_google/972.png
🏠😖,domestic worry,U+1F3E0 U+1F616,1,0,./generated_img_dataset/train_google/973.png
🏡🥺😟,domestic worry,U+1F3E1 U+1F97A U+1F61F,1,0,./generated_img_dataset/train_google/974.png
🏠😟,domestic worry,U+1F3E0 U+1F61F,1,0,./generated_img_dataset/train_google/975.png
👧😟😰,domestic worry,U+1F467 U+1F61F U+1F630,1,1,./generated_img_dataset/train_google/976.png
😟🏚️💸🥣👶,domestic worry,U+1F61F U+1F3DA U+FE0F U+1F4B8 U+1F963 U+1F476,1,1,./generated_img_dataset/train_google/977.png
🏠🙍‍♀️,domestic worry,U+1F3E0 U+1F64D U+200D U+2640 U+FE0F,1,0,./generated_img_dataset/train_google/978.png
🏡🫂😊🏡,domestic happiness,U+1F3E1 U+1FAC2 U+1F60A U+1F3E1,1,0,./generated_img_dataset/train_google/979.png
🏠😄,domestic happiness,U+1F3E0 U+1F604,1,0,./generated_img_dataset/train_google/980.png
🏠🥰,domestic happiness,U+1F3E0 U+1F970,1,0,./generated_img_dataset/train_google/981.png
🏡🥰👪👩‍👩‍👦👨‍👨‍👦👨‍👧👩‍👦,domestic happiness,U+1F3E1 U+1F970 U+1F46A U+1F469 U+200D U+1F469 U+200D U+1F466 U+1F468 U+200D U+1F468 U+200D U+1F466 U+1F468 U+200D U+1F467 U+1F469 U+200D U+1F466,1,0,./generated_img_dataset/train_google/982.png
🏠😃,domestic happiness,U+1F3E0 U+1F603,1,0,./generated_img_dataset/train_google/983.png
👧😁😂,domestic happiness,U+1F467 U+1F601 U+1F602,1,2,./generated_img_dataset/train_google/984.png
🏡🥰🍼👶💰,domestic happiness,U+1F3E1 U+1F970 U+1F37C U+1F476 U+1F4B0,1,1,./generated_img_dataset/train_google/985.png
😀😃😄,domestic happiness,U+1F600 U+1F603 U+1F604,1,2,./generated_img_dataset/train_google/986.png
🧹🍳🪠🛒🏠,domestic chore,U+1F9F9 U+1F373 U+1FAA0 U+1F6D2 U+1F3E0,1,1,./generated_img_dataset/train_google/987.png
🏠⌨️,domestic chore,U+1F3E0 U+2328 U+FE0F,1,1,./generated_img_dataset/train_google/988.png
🏠🧹,domestic chore,U+1F3E0 U+1F9F9,1,0,./generated_img_dataset/train_google/989.png
🧹🧼🧴😷,domestic chore,U+1F9F9 U+1F9FC U+1F9F4 U+1F637,1,2,./generated_img_dataset/train_google/990.png
🏠🧹,domestic chore,U+1F3E0 U+1F9F9,1,0,./generated_img_dataset/train_google/991.png
😤🧹🧽🗑️,domestic chore,U+1F624 U+1F9F9 U+1F9FD U+1F5D1 U+FE0F,1,1,./generated_img_dataset/train_google/992.png
🏠😭🧹🗑️🧽🍽️🍽️,domestic chore,U+1F3E0 U+1F62D U+1F9F9 U+1F5D1 U+FE0F U+1F9FD U+1F37D U+FE0F U+1F37D U+FE0F,1,1,./generated_img_dataset/train_google/993.png
🏠🧹,domestic chore,U+1F3E0 U+1F9F9,1,0,./generated_img_dataset/train_google/994.png
🏠🐄🐐🦮🐔🏠,domestic animal,U+1F3E0 U+1F404 U+1F410 U+1F9AE U+1F414 U+1F3E0,1,2,./generated_img_dataset/train_google/995.png
🏠🐕,domestic animal,U+1F3E0 U+1F415,1,0,./generated_img_dataset/train_google/996.png
🏠🐶🐱🐰🐹🐭,domestic animal,U+1F3E0 U+1F436 U+1F431 U+1F430 U+1F439 U+1F42D,1,2,./generated_img_dataset/train_google/997.png
😺🐶,domestic animal,U+1F63A U+1F436,1,2,./generated_img_dataset/train_google/998.png
🏠🐶🐱,domestic animal,U+1F3E0 U+1F436 U+1F431,1,2,./generated_img_dataset/train_google/999.png
🐶🐱🐰,domestic animal,U+1F436 U+1F431 U+1F430,1,2,./generated_img_dataset/train_google/1000.png
🏠🐶🐱😍,domestic animal,U+1F3E0 U+1F436 U+1F431 U+1F60D,1,2,./generated_img_dataset/train_google/1001.png
🏠🦮,domestic animal,U+1F3E0 U+1F9AE,1,1,./generated_img_dataset/train_google/1002.png
🧠🤔,intelligent question,U+1F9E0 U+1F914,1,1,./generated_img_dataset/train_google/1003.png
🧠❓💬,intelligent question,U+1F9E0 U+2753 U+1F4AC,1,0,./generated_img_dataset/train_google/1004.png
🙋🧠💭🧑‍🎓,intelligent question,U+1F64B U+1F9E0 U+1F4AD U+1F9D1 U+200D U+1F393,1,1,./generated_img_dataset/train_google/1005.png
👨‍🎓❓,intelligent question,U+1F468 U+200D U+1F393 U+2753,1,0,./generated_img_dataset/train_google/1006.png
💡🗣️❓,intelligent question,U+1F4A1 U+1F5E3 U+FE0F U+2753,1,0,./generated_img_dataset/train_google/1007.png
🤔🤓❓,intelligent question,U+1F914 U+1F913 U+2753,1,0,./generated_img_dataset/train_google/1008.png
🧑‍🎓🧠❓,intelligent question,U+1F9D1 U+200D U+1F393 U+1F9E0 U+2753,1,0,./generated_img_dataset/train_google/1009.png
🧐❓,intelligent question,U+1F9D0 U+2753,1,0,./generated_img_dataset/train_google/1010.png
👍👨‍🏫,intelligent life,U+1F44D U+1F468 U+200D U+1F3EB,1,1,./generated_img_dataset/train_google/1011.png
🧍🧍‍♀️🧍‍♂️,intelligent life,U+1F9CD U+1F9CD U+200D U+2640 U+FE0F U+1F9CD U+200D U+2642 U+FE0F,1,2,./generated_img_dataset/train_google/1012.png
🧑‍🎓🤓,intelligent life,U+1F9D1 U+200D U+1F393 U+1F913,1,1,./generated_img_dataset/train_google/1013.png
🎓👽,intelligent life,U+1F393 U+1F47D,1,1,./generated_img_dataset/train_google/1014.png
🤖🐾,intelligent life,U+1F916 U+1F43E,1,1,./generated_img_dataset/train_google/1015.png
🤓🐶🦊🐻🦑🌳🐳🤓,intelligent life,U+1F913 U+1F436 U+1F98A U+1F43B U+1F991 U+1F333 U+1F433 U+1F913,1,2,./generated_img_dataset/train_google/1016.png
👨‍🔬🔬🧫🦠🧠🧠,intelligent life,U+1F468 U+200D U+1F52C U+1F52C U+1F9EB U+1F9A0 U+1F9E0 U+1F9E0,1,2,./generated_img_dataset/train_google/1017.png
🤔🤷‍♀️,intelligent life,U+1F914 U+1F937 U+200D U+2640 U+FE0F,1,1,./generated_img_dataset/train_google/1018.png
🧠💡,intelligent solution,U+1F9E0 U+1F4A1,1,0,./generated_img_dataset/train_google/1019.png
🧠❗❗,intelligent solution,U+1F9E0 U+2757 U+2757,1,1,./generated_img_dataset/train_google/1020.png
🤓🔍,intelligent solution,U+1F913 U+1F50D,1,1,./generated_img_dataset/train_google/1021.png
🎓🧪,intelligent solution,U+1F393 U+1F9EA,1,1,./generated_img_dataset/train_google/1022.png
💡✅,intelligent solution,U+1F4A1 U+2705,1,1,./generated_img_dataset/train_google/1023.png
🤓💡,intelligent solution,U+1F913 U+1F4A1,1,0,./generated_img_dataset/train_google/1024.png
🤔💭💡🧠,intelligent solution,U+1F914 U+1F4AD U+1F4A1 U+1F9E0,1,0,./generated_img_dataset/train_google/1025.png
